22	396	58	4	-1	2
22	398	57	4	-1	2
22	400	56	4	-1	2
22	402	55	4	-1	2
22	404	54	4	-1	2
22	406	53	4	-1	2
22	408	52	4	-1	2
22	410	51	4	-1	2
22	412	50	4	-1	2
22	414	49	4	-1	2
22	416	48	4	-1	2
22	418	47	4	-1	2
22	420	46	4	-1	2
22	422	45	4	-1	2
22	424	44	4	-1	2
22	426	43	4	-1	2
22	428	42	4	-1	2
22	430	41	4	-1	2
22	432	40	4	-1	2
22	434	39	4	-1	2
22	436	38	4	-1	2
22	438	37	4	-1	2
22	440	36	4	-1	2
22	442	35	4	-1	2
22	444	34	4	-1	2
22	446	33	4	-1	2
22	529	34	4	1	1
22	530	35	4	1	1
22	531	36	4	1	1
22	532	37	4	1	1
22	533	38	4	1	1
22	534	39	4	1	1
22	535	40	4	1	1
22	536	41	4	1	1
22	537	42	4	1	1
22	538	43	4	1	1
22	539	44	4	1	1
22	540	45	4	1	1
22	541	46	4	1	1
22	542	47	4	1	1
22	543	48	4	1	1
22	544	49	4	1	1
22	545	50	4	1	1
22	546	51	4	1	1
22	547	52	4	1	1
22	548	53	4	1	1
22	549	54	4	1	1
22	550	55	4	1	1
22	551	56	4	1	1
22	552	57	4	1	1
22	553	58	4	1	1
22	554	59	4	1	1
22	555	60	4	1	1
22	556	61	4	1	1
22	557	62	4	1	1
22	558	63	4	1	1
22	559	64	4	1	1
22	576	64	4	-1	1
22	577	63	4	-1	1
22	578	62	4	-1	1
22	579	61	4	-1	1
22	580	60	4	-1	1
22	581	59	4	-1	1
22	582	58	4	-1	1
22	583	57	4	-1	1
22	584	56	4	-1	1
22	585	55	4	-1	1
22	586	54	4	-1	1
22	587	53	4	-1	1
22	588	52	4	-1	1
22	589	51	4	-1	1
22	590	50	4	-1	1
22	591	49	4	-1	1
22	592	48	4	-1	1
22	593	47	4	-1	1
22	594	46	4	-1	1
22	595	45	4	-1	1
22	596	44	4	-1	1
22	597	43	4	-1	1
22	598	42	4	-1	1
22	599	41	4	-1	1
22	600	40	4	-1	1
22	601	39	4	-1	1
22	602	38	4	-1	1
22	603	37	4	-1	1
22	604	36	4	-1	1
22	605	35	4	-1	1
22	606	34	4	-1	1
22	672	33	4	1	2
22	674	34	4	1	2
22	676	35	4	1	2
22	678	36	4	1	2
22	680	37	4	1	2
22	682	38	4	1	2
22	684	39	4	1	2
22	686	40	4	1	2
22	688	41	4	1	2
22	690	42	4	1	2
22	692	43	4	1	2
22	694	44	4	1	2
22	696	45	4	1	2
22	698	46	4	1	2
22	700	47	4	1	2
22	702	48	4	1	2
22	704	49	4	1	2
22	706	50	4	1	2
22	708	51	4	1	2
22	710	52	4	1	2
22	712	53	4	1	2
22	714	54	4	1	2
22	716	55	4	1	2
22	718	56	4	1	2
22	720	57	4	1	2
22	722	58	4	1	2
22	724	59	4	1	2
22	726	60	4	1	2
22	728	61	4	1	2
22	730	62	4	1	2
22	732	63	4	1	2
22	734	64	4	1	2

22	1441	258	4	1	1
22	1442	259	4	1	1
22	1443	260	4	1	1
22	1444	261	4	1	1
22	1445	262	4	1	1
22	1446	263	4	1	1
22	1447	264	4	1	1
22	1448	265	4	1	1
22	1449	266	4	1	1
22	1450	267	4	1	1
22	1451	268	4	1	1
22	1452	269	4	1	1
22	1453	270	4	1	1
22	1454	271	4	1	1
22	1455	272	4	1	1
22	1456	273	4	1	1
22	1457	274	4	1	1
22	1458	275	4	1	1
22	1459	276	4	1	1
22	1460	277	4	1	1
22	1461	278	4	1	1
22	1462	279	4	1	1
22	1463	280	4	1	1
22	1464	281	4	1	1
22	1465	282	4	1	1
22	1466	283	4	1	1
22	1467	284	4	1	1
22	1468	285	4	1	1
22	1469	286	4	1	1
22	1470	287	4	1	1
22	1471	288	4	1	1
22	1472	289	4	1	1
22	1473	290	4	1	1
22	1474	291	4	1	1
22	1475	292	4	1	1
22	1476	293	4	1	1
22	1477	294	4	1	1
22	1478	295	4	1	1
22	1479	296	4	1	1
22	1480	297	4	1	1
22	1481	298	4	1	1
22	1482	299	4	1	1
22	1483	300	4	1	1
22	1484	301	4	1	1
22	1485	302	4	1	1
22	1486	303	4	1	1
22	1487	304	4	1	1
22	1361	498	4	1	1
22	1362	499	4	1	1
22	1363	500	4	1	1
22	1364	501	4	1	1
22	1365	502	4	1	1
22	1366	503	4	1	1
22	1367	504	4	1	1
22	1368	505	4	1	1
22	1369	506	4	1	1
22	1370	507	4	1	1
22	1371	508	4	1	1
22	1372	509	4	1	1
22	1373	510	4	1	1
22	1374	511	4	1	1
22	1375	512	4	1	1
22	1376	513	4	1	1
22	1377	514	4	1	1
22	1378	515	4	1	1
22	1379	516	4	1	1
22	1380	517	4	1	1
22	1381	518	4	1	1
22	1382	519	4	1	1
22	1383	520	4	1	1
22	1384	521	4	1	1
22	1385	522	4	1	1
22	1386	523	4	1	1
22	1387	524	4	1	1
22	1388	525	4	1	1
22	1389	526	4	1	1
22	1390	527	4	1	1
22	1391	528	4	1	1
22	1424	528	4	-1	1
22	1425	527	4	-1	1
22	1426	526	4	-1	1
22	1427	525	4	-1	1
22	1428	524	4	-1	1
22	1429	523	4	-1	1
22	1430	522	4	-1	1
22	1431	521	4	-1	1
22	1432	520	4	-1	1
22	1433	519	4	-1	1
22	1434	518	4	-1	1
22	1435	517	4	-1	1
22	1436	516	4	-1	1
22	1437	515	4	-1	1
22	1438	514	4	-1	1
22	1439	513	4	-1	1
22	1440	512	4	-1	1
22	1441	511	4	-1	1
22	1442	510	4	-1	1
22	1443	509	4	-1	1
22	1444	508	4	-1	1
22	1445	507	4	-1	1
22	1446	506	4	-1	1
22	1447	505	4	-1	1
22	1448	504	4	-1	1
22	1449	503	4	-1	1
22	1450	502	4	-1	1
22	1451	501	4	-1	1
22	1452	500	4	-1	1
22	1453	499	4	-1	1
22	1454	498	4	-1	1
22	1455	497	4	-1	1



# Pipes
23	480	384	4	16	32
23	32	240	4	16	96
23	1504	256	4	16	192
23	1296	416	4	16	64
23	1504	585	4	16	64

#gun
7	48	336	8
7	656	112	8
#cau-treo
9	1332	125	25

#pink-medicine-bomb
#14	17	94  	62
#medicine-oregan
13	1488	432	61
#pink worm
2	244	144	2
2	1344	288	2

#black-enemy
4	48	288	3
4	1296	336	3
4	1376	544	3
#bullet
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71
20	-30	30	71

#star
21	150	200	90

#Portal
50	480	388	4	496	385	1	960	52
50	1504	575	4	1520	574	3	928	52

# Gimmick
0	480	384	1
#0	1456	70	1
#0	226	100	1

# Frontend Brick
49	752	96	451
49	768	112	452
49	784	96	453
49	1264	112	454
49	1280	96	455
